"","gvkey","indfmt","consol","popsrc","datafmt","datacqtr","datafqtr","fqtr","fyearq","datadate","actq","apoq","apq","atq","ceqq","cheq","chq","cogsq","dlcq","dlttq","fcaq","feaq","felq","gpq","ibmiiq","ibq","invtq","lctq","lltq","oiadpq","oibdpq","ppentq","rawmsmq","rectq","saleq","xintq","xoproq","xoprq","xsgaq","xsq","xstoq","xstq","apchy","capxfiy","capxy","cogsy","dltisy","dltry","eqdivpy","fcay","ibcy","invchy","ltdchy","prstkcy","rawmsmy","saley","sstky","wcapty","xinty","costat","fic","conml","naics","sic"
"3837","220496","INDL","C","I","HIST_STD","2016Q2","2016Q2",2,2016,2016-06-30,45808.605,NA,13902.272,116151.807,73514.482,5580.959,NA,14482.551,2100,12360.836,NA,NA,NA,9801.959,2318.991,2319.634,15778.2,23104.179,19526.863,NA,3160.257,32956.092,NA,23802.171,24284.51,250.752,0,21124.253,6641.702,NA,NA,NA,-1308.47,NA,2588.04,25331.406,NA,NA,NA,NA,3704.835,-1928.269,NA,NA,NA,43368.701,NA,NA,493.778,"A","MEX","El Puerto De Liverpool SA Livepol Liverpool","452111","5311"
"3838","220496","INDL","C","I","HIST_STD","2016Q3","2016Q3",3,2016,2016-09-30,62197.376,NA,15211.697,134911.371,74936.739,5352.237,NA,12472.193,2745,27167.936,NA,NA,NA,9294.92,1671.92,1672.478,18139.121,25292.082,34676.82,2236.017,2821.189,33937.793,NA,38030.245,21767.113,252.655,0,18945.924,6473.731,NA,NA,NA,0.955,NA,4773.363,38274.894,NA,NA,NA,NA,5376.755,-4289.19,NA,NA,NA,65135.814,NA,NA,746.433,"A","MEX","El Puerto De Liverpool SA Livepol Liverpool","452111","5311"
"3839","220496","INDL","C","I","HIST_STD","2016Q4","2016Q4",4,2016,2016-12-31,71182.669,NA,19106.919,148400.611,81744.861,25574.23,NA,20938.716,2100,28471.826,NA,NA,NA,14367.006,4812.85,4814.846,16127.451,34198.742,32453.263,6212.346,7086.498,35463.511,NA,27572.985,35305.722,597.792,0,28219.224,7280.508,NA,NA,3084.441,3896.176,NA,5701.018,59213.61,NA,NA,NA,NA,10189.605,-2277.52,14546.164,NA,NA,100441.536,NA,NA,1344.225,"A","MEX","El Puerto De Liverpool SA Livepol Liverpool","452111","5311"
"3840","220507","INDL","C","I","HIST_STD","1999Q2","1999Q2",2,1999,1999-06-30,7070,835,1329,20805,6039,1141,NA,NA,3375,4143,NA,NA,NA,NA,NA,NA,3110,5539,4143,NA,NA,11675,NA,2626,NA,NA,NA,NA,NA,NA,NA,NA,-659,NA,1529,NA,NA,NA,NA,NA,1161,-394,-418,0,NA,NA,0,NA,NA,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3841","220507","INDL","C","I","HIST_STD","1999Q4","1999Q4",4,1999,1999-12-31,8741,922,2049,22646,10825,763,NA,NA,1931,5404,NA,NA,NA,NA,NA,NA,4672,5073,5404,NA,NA,12097,NA,2956,NA,NA,NA,NA,NA,NA,NA,NA,418,NA,2132,NA,NA,NA,NA,NA,2033,-1663,666,0,NA,17254,0,NA,782,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3842","220507","INDL","C","I","HIST_STD","2000Q2","2000Q2",2,2000,2000-06-30,8749,69,1451,25578,4562,634,NA,NA,2690,7502,NA,NA,NA,4904,NA,-68,4393,5023,10583,537,537,12708,NA,3041,4904,210,NA,4367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3843","220507","INDL","C","I","HIST_STD","2000Q4","2000Q4",4,2000,2000-12-31,9231,1135,2609,26752,9548,558,NA,NA,1377,7002,NA,NA,NA,NA,NA,NA,4970,5365,10029,NA,NA,15359,NA,3121,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,1143,NA,NA,NA,NA,NA,1560,366,2641,0,NA,21212,0,NA,882,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3844","220507","INDL","C","I","HIST_STD","2001Q2","2001Q2",2,2001,2001-06-30,8111,1140,2486,25382,5523,353,NA,NA,812,6423,NA,NA,NA,NA,NA,NA,4052,4438,9398,NA,NA,15400,NA,2861,NA,NA,NA,NA,NA,NA,NA,NA,-239,NA,534,7038,NA,NA,NA,NA,838,613,-586,NA,NA,9727,NA,NA,362,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3845","220507","INDL","C","I","HIST_STD","2001Q4","2001Q4",4,2001,2001-12-31,9714,1117,2899,27800,10829,484,NA,NA,1350,6886,NA,NA,NA,NA,NA,NA,5025,5630,10405,NA,NA,15995,NA,3331,NA,NA,NA,NA,NA,NA,NA,NA,-8,NA,1395,15381,NA,NA,NA,NA,1621,285,-458,0,NA,21070,0,NA,632,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3846","220507","INDL","C","I","HIST_STD","2002Q2","2002Q2",2,2002,2002-06-30,9974,1820,2310,29437,7021,470,NA,NA,1599,7827,NA,NA,NA,NA,NA,NA,4275,5729,10362,NA,NA,17340,NA,4276,NA,NA,NA,NA,NA,NA,NA,NA,-171,NA,863,9057,NA,NA,NA,NA,420,884,619,NA,NA,12221,NA,NA,208,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3847","220507","INDL","C","I","HIST_STD","2002Q4","2002Q4",4,2002,2002-12-31,10753,1514,2927,31308,12823,586,NA,NA,1873,7528,NA,NA,NA,NA,NA,NA,5494,6489,10923,NA,NA,18380,NA,3905,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,2085,20028,NA,NA,NA,NA,1512,-346,486,0,NA,27287,0,NA,439,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3848","220507","INDL","C","I","HIST_STD","2003Q2","2003Q2",2,2003,2003-06-30,11290,1628,3076,32603,8215,601,NA,NA,2358,7787,NA,NA,NA,NA,NA,NA,5686,7133,10864,NA,NA,19330,NA,4194,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,1003,10634,NA,NA,NA,NA,581,-282,449,NA,NA,14035,NA,NA,203,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3849","220507","INDL","C","I","HIST_STD","2003Q4","2003Q4",4,2003,2003-12-31,12800,1312,4117,34924,14766,870,NA,NA,2153,7646,NA,NA,NA,NA,NA,NA,6433,7830,11424,NA,NA,20263,NA,4460,NA,NA,NA,NA,NA,NA,NA,NA,687,NA,1821,23910,NA,NA,NA,NA,1009,63,-12,0,NA,31230,0,NA,386,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3850","220507","INDL","C","I","HIST_STD","2004Q1","2004Q1",1,2004,2004-03-31,12228,1405,3153,34376,10199,767,NA,7226,1110,8553,NA,NA,NA,1460,NA,430,5672,5818,12533,615,615,20361,NA,4879,8686,82,845,8071,NA,NA,NA,NA,-933,NA,211,7226,NA,NA,NA,NA,486,976,820,NA,NA,8686,NA,NA,82,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3851","220507","INDL","C","I","HIST_STD","2004Q2","2004Q2",2,2004,2004-06-30,13664,1638,2927,36138,11367,962,NA,8384,1122,8747,NA,NA,NA,2205,NA,615,5782,5825,13051,1345,1345,20719,NA,5765,10589,93,860,9244,NA,NA,NA,NA,-1000,NA,510,15701,NA,NA,NA,NA,1158,1647,909,NA,NA,19385,NA,NA,176,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3852","220507","INDL","C","I","HIST_STD","2004Q3","2004Q3",3,2004,2004-09-30,14335,1409,2224,34268,15445,588,NA,8067,212,4469,NA,NA,NA,1971,NA,775,7072,3977,9716,1239,1239,18384,NA,5475,10038,126,732,8799,NA,NA,NA,NA,-1178,NA,677,22214,NA,NA,NA,NA,1950,-926,-89,NA,NA,27257,NA,NA,272,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3853","220507","INDL","C","I","HIST_STD","2004Q4","2004Q4",4,2004,2004-12-31,15288,1760,2980,35146,20327,359,NA,6596,586,4130,NA,NA,NA,3222,NA,1092,8788,5809,9010,842,842,18308,NA,4929,9818,70,2380,8976,NA,NA,NA,NA,344,NA,1453,28810,NA,NA,NA,NA,2725,-3513,-4138,0,NA,37075,0,NA,342,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3854","220507","INDL","C","I","HIST_STD","2005Q1","2005Q1",1,2005,2005-03-31,16105,1355,3283,36215,21466,267,NA,7764,1087,4066,NA,NA,NA,1298,NA,177,8978,5977,8772,310,634,18325,NA,4953,9062,70,664,8428,NA,NA,NA,NA,-153,NA,207,7764,NA,NA,NA,NA,177,52,-108,NA,NA,9062,NA,NA,70,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3855","220507","INDL","C","I","HIST_STD","2005Q2","2005Q2",2,2005,2005-06-30,15061,1404,3228,34324,NA,596,NA,7945,559,3903,NA,NA,NA,1657,NA,516,7868,5452,8645,575,891,17717,NA,5053,9602,65,766,8711,NA,NA,NA,NA,-99,NA,429,15709,NA,NA,NA,NA,691,893,-219,NA,NA,18664,NA,NA,135,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3856","220507","INDL","C","I","HIST_STD","2005Q3","2005Q3",3,2005,2005-09-30,13991,1501,1763,33564,21012,570,NA,8130,1811,2731,NA,NA,NA,1837,NA,491,6708,5255,7297,782,1094,17990,NA,5301,9967,75,743,8873,NA,NA,NA,NA,-1544,NA,657,23984,NA,NA,NA,NA,1193,1856,-1458,NA,NA,28806,NA,NA,211,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3857","220507","INDL","C","I","HIST_STD","2005Q4","2005Q4",4,2005,2005-12-31,16310,3214,3012,35741,20101,1847,NA,7940,1562,2702,NA,NA,NA,2436,NA,772,7574,8084,7556,1195,1560,18003,NA,5037,10376,91,876,8816,NA,NA,NA,NA,1393,NA,1259,31924,NA,NA,NA,NA,1965,46,-1507,0,NA,39182,0,NA,302,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3858","220507","INDL","C","I","HIST_STD","2006Q1","2006Q1",1,2006,2006-03-31,13543,1570,1666,30031,17829,355,NA,6558,1728,2733,NA,NA,NA,1884,NA,556,6156,5137,7065,1006,1319,15616,NA,5515,8442,79,565,7123,NA,NA,NA,NA,-3355,NA,-19,6558,NA,NA,NA,NA,607,223,-5,3332,NA,8442,NA,NA,79,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3859","220507","INDL","C","I","HIST_STD","2006Q2","2006Q2",2,2006,2006-06-30,14836,1453,2549,31566,18887,1478,NA,7601,2486,1654,NA,NA,NA,2321,NA,742,6925,6652,6027,1428,1756,16060,NA,5181,9922,80,565,8166,NA,NA,NA,NA,NA,NA,476,14159,NA,NA,NA,NA,1298,NA,-141,3330,NA,18364,NA,NA,159,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3860","220507","INDL","C","I","HIST_STD","2006Q3","2006Q3",3,2006,2006-09-30,13945.722,NA,2590.941,30711.698,19368.043,679.413,NA,8097.627,1229.875,1598.122,NA,NA,NA,2025.893,NA,636.095,7250.042,5357.018,5986.637,1132.446,1454.62,16042.053,NA,5211.759,10123.52,96.758,571.273,8668.9,NA,NA,NA,NA,NA,NA,1060.101,22256.627,NA,NA,NA,NA,1991.865,NA,-1455.368,513.596,NA,28487.52,NA,NA,255.758,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3861","220507","INDL","C","I","HIST_STD","2006Q4","2006Q4",4,2006,2006-12-31,14882,1585,3489,31610,19260,1372,NA,7537.373,1163,1578,NA,NA,NA,1477.107,NA,500.905,8350,6423,5927,597.554,944.38,15804,NA,4093,9014.48,83.242,532.727,8070.1,NA,NA,NA,NA,-376,NA,1631,29794,NA,NA,NA,NA,2435,-1622,-1537,0,NA,37502,0,NA,339,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3862","220507","INDL","C","I","HIST_STD","2007Q1","2007Q1",1,2007,2007-03-31,14591.87,NA,2546.058,32040.777,5814.562,1256.826,NA,8248.062,25.395,27.16,NA,NA,NA,1397.993,233.159,233.159,7505.263,6060.693,20165.522,551.81,857.101,16251.332,NA,4721.553,9646.055,148.829,0,8788.954,540.892,NA,NA,NA,-1012.536,NA,234.382,8248.062,NA,NA,NA,NA,233.159,952.767,14417.875,NA,NA,9646.055,NA,NA,148.829,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3863","220507","INDL","C","I","HIST_STD","2007Q2","2007Q2",2,2007,2007-06-30,14469.797,NA,2245.111,31785.382,6438.542,1319.377,NA,8839.969,25.305,16914.161,NA,NA,NA,1652.467,551.944,551.944,7101.246,4310.678,21036.162,784.261,1087.953,15865.465,NA,5290.639,10492.436,293.226,0,9404.483,564.514,NA,NA,NA,-1295.398,NA,443.248,17043.921,NA,NA,NA,NA,783.9,1371.6,14157.729,NA,NA,20088.747,NA,NA,441.287,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3864","220507","INDL","C","I","HIST_STD","2013Q4","2013Q4",4,2013,2013-12-31,1874.474,NA,635.042,5383.095,2285.64,154.008,NA,NA,777.59,899.481,NA,NA,NA,NA,NA,NA,1124.067,1498.974,1594.899,NA,NA,2958.1,NA,589.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3983.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,4837.752,NA,NA,23.366,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3865","220507","INDL","C","I","HIST_STD","2015Q4","2015Q4",4,2015,2015-12-31,1495.961,NA,478.474,4895.651,2487.518,84.028,NA,NA,563.381,407.927,NA,NA,NA,NA,NA,NA,954.358,1148.348,1256.845,NA,NA,2884.62,NA,453.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3953.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,4511.023,NA,NA,17.631,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3866","220507","INDL","C","I","HIST_STD","2016Q1","2016Q1",1,2016,2016-03-31,1388.88,NA,444.347,4758.452,2524.597,62.005,NA,871.441,440.96,397.12,NA,NA,NA,155.515,37.251,37.165,818.749,1011.486,1219.373,NA,66.303,2864.775,NA,503.108,1025.99,3.773,0,960.653,89.212,NA,NA,NA,NA,NA,NA,871.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,1025.99,NA,NA,3.773,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3867","220507","INDL","C","I","HIST_STD","2016Q2","2016Q2",2,2016,2016-06-30,1409.486,NA,368.948,4769.364,2641.543,187.064,NA,890.978,460.151,297.552,NA,NA,NA,293.933,117.864,117.832,695.24,991.116,1133.917,NA,198.123,2878.745,NA,523.123,1181.399,3.634,0,986.788,95.81,NA,NA,NA,NA,NA,NA,1762.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207.389,NA,NA,7.407,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3868","220507","INDL","C","I","HIST_STD","2016Q3","2016Q3",3,2016,2016-09-30,1621.787,NA,416.713,4949.408,2841.778,201.931,NA,795.928,339.78,268.186,NA,NA,NA,387.046,200.584,200.542,882.42,1013.046,1091.84,NA,300.213,2860.04,NA,533.389,1178.137,2.634,0,882.761,86.833,NA,NA,NA,NA,NA,NA,2558.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,3385.526,NA,NA,10.041,"I","MEX","Grupo Imsa SA De CV","331111","3312"
"3869","220508","INDL","C","I","HIST_STD","2000Q2","2000Q2",2,2000,2000-06-30,1952.863,193.362,106.642,6230.194,4631.657,17.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.715,300.004,0,NA,NA,3936.803,NA,1386.203,NA,NA,NA,NA,NA,NA,NA,NA,-20.003,NA,7.973,1625.026,NA,NA,NA,NA,82.934,334.889,-615.787,NA,NA,2353.263,NA,NA,8.038,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3870","220508","INDL","C","I","HIST_STD","2000Q4","2000Q4",4,2000,2000-12-31,2438.605,167.12,291.525,6756.959,5011.629,19.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835.531,506.601,934.981,NA,NA,3981.259,NA,1572.457,NA,NA,NA,NA,NA,NA,NA,NA,-14.873,NA,43.221,3148.866,NA,NA,NA,NA,367.503,155.299,-2.662,0,NA,4774.046,8.884,NA,24.043,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3871","220508","INDL","C","I","HIST_STD","2001Q2","2001Q2",2,2001,2001-06-30,1836.421,207.033,52.487,6323.458,3098.683,67.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.873,259.52,1006.714,NA,NA,4128.489,NA,1315.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1741.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,2428.469,NA,NA,9.698,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3872","220508","INDL","C","I","HIST_STD","2001Q4","2001Q4",4,2001,2001-12-31,2090.618,187.694,115.125,6383.146,4763.7,120.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846.443,332.414,990.22,NA,NA,3921.303,NA,1109.298,NA,NA,NA,NA,NA,NA,NA,NA,-185.443,NA,3.538,3023.431,NA,NA,NA,NA,352.671,-4.521,0,0,NA,4679.985,0,NA,22.047,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3873","220508","INDL","C","I","HIST_STD","2002Q2","2002Q2",2,2002,2002-06-30,2207.428,3.278,95.064,6471.922,3306.193,85.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.166,290.144,914.331,NA,NA,3898.191,NA,1591.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3874","220508","INDL","C","I","HIST_STD","2002Q4","2002Q4",4,2002,2002-12-31,2730.803,181.589,259.457,7023.989,5218.072,56.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004.616,452.904,1027.897,NA,NA,3937.466,NA,1666.362,NA,NA,NA,NA,NA,NA,NA,NA,126.828,NA,30.013,3093.524,NA,NA,NA,NA,363.065,-148.818,0,0,NA,4762.719,0,NA,NA,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3875","220508","INDL","C","I","HIST_STD","2003Q2","2003Q2",2,2003,2003-06-30,2770.684,174.868,115.426,6818.219,3434.376,56.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1073.177,290.294,0,NA,NA,3873.545,NA,1631.73,NA,NA,NA,NA,NA,NA,NA,NA,-148.031,NA,30.293,1852.683,NA,NA,NA,NA,105.465,-69.566,34.807,NA,NA,2457.73,NA,NA,NA,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3876","220508","INDL","C","I","HIST_STD","2003Q4","2003Q4",4,2003,2003-12-31,3088.398,156.494,173.463,7122.245,5453.499,188.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166.531,342.681,977.076,NA,NA,3896.328,NA,1644.284,NA,NA,NA,NA,NA,NA,NA,NA,-112.636,NA,81.003,3578.198,NA,NA,NA,NA,311.973,-160.929,0,0,NA,5200.809,0,NA,7.014,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3877","220508","INDL","C","I","HIST_STD","2004Q1","2004Q1",1,2004,2004-03-31,3177,NA,NA,7206,NA,641,NA,NA,NA,NA,NA,NA,NA,1313,NA,60,957,274,NA,96,163,3891,NA,1501,1313,2,1150,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313,NA,NA,2,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3878","220508","INDL","C","I","HIST_STD","2004Q2","2004Q2",2,2004,2004-06-30,3321.984,NA,51.204,7313.248,5509.953,109.05,NA,NA,NA,980.112,NA,NA,NA,1380,NA,78,1423.522,289.778,980.112,95,163,3857.861,NA,1722.767,1380,2,1217,1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,NA,NA,2,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3879","220508","INDL","C","I","HIST_STD","2004Q3","2004Q3",3,2004,2004-09-30,3181,NA,NA,7092,NA,177,NA,NA,NA,NA,NA,NA,NA,1464,NA,27,1112,317,NA,106,168,3781,NA,1851,1464,2,1296,1296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4199,NA,NA,6,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3880","220508","INDL","C","I","HIST_STD","2004Q4","2004Q4",4,2004,2004-12-31,3532.754,265.986,208.584,7468.491,5750.401,206.252,NA,NA,NA,NA,NA,NA,NA,1587.792,NA,239.922,1154.745,487.648,876.59,150.782,206.696,3802.267,NA,2086.748,1587.792,2.534,1381.096,1381.096,NA,NA,NA,NA,78.141,NA,60.132,NA,NA,NA,NA,NA,405.922,-10.856,0,0,NA,5786.792,0,NA,8.534,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3881","220508","INDL","C","I","HIST_STD","2005Q1","2005Q1",1,2005,2005-03-31,3551.494,14.452,51.426,7454.063,5833.557,262.908,NA,1039.76,NA,NA,NA,NA,NA,396.832,NA,97.377,788.017,358.681,900.641,68.791,134.739,3773.704,NA,2427.329,1436.592,3.333,262.093,1301.853,NA,NA,NA,NA,-158.697,NA,NA,1039.76,NA,NA,NA,NA,79.236,368.114,-375.832,NA,NA,1436.592,NA,NA,3.333,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3882","220508","INDL","C","I","HIST_STD","2005Q2","2005Q2",2,2005,2005-06-30,3533,NA,NA,7414,NA,90,NA,1015,NA,NA,NA,NA,NA,492,NA,114,855,462,757,137,203,3752,NA,2520,1507,4,289,1304,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,2948,NA,NA,7,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3883","220508","INDL","C","I","HIST_STD","2005Q3","2005Q3",3,2005,2005-09-30,3812,NA,NA,8328,NA,91,NA,1108,NA,NA,NA,NA,NA,572,NA,127,1340,661,1480,188,262,4161,NA,2338,1680,9,310,1418,NA,NA,NA,NA,NA,NA,NA,3116,NA,NA,NA,NA,NA,NA,NA,NA,NA,4651,NA,NA,16,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3884","220508","INDL","C","I","HIST_STD","2005Q4","2005Q4",4,2005,2005-12-31,3607.744,511.334,260.438,8518.122,5993.091,96.519,NA,1236.446,NA,NA,NA,NA,NA,638.758,NA,175.693,1169.458,795.237,1371.459,231.574,286.43,4285.112,NA,2260.773,1875.204,12.865,352.328,1588.774,NA,NA,NA,NA,47.552,NA,171.221,4352.446,NA,NA,NA,NA,515.693,59.799,0,0,NA,6526.204,0,NA,28.865,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3885","220508","INDL","C","I","HIST_STD","2006Q1","2006Q1",1,2006,2006-03-31,3729.215,NA,131.318,9231.471,6679.187,774.881,NA,1106.013,NA,NA,NA,NA,NA,602.545,153.464,150.191,887.09,678.99,1451.8,202.382,278.744,4873.404,NA,1909.231,1708.558,9.495,0,1429.814,323.801,NA,NA,NA,-131.705,NA,90.771,1106.013,NA,NA,NA,NA,153.464,282.988,449.886,NA,NA,1708.558,NA,NA,9.495,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3886","220508","INDL","C","I","HIST_STD","2006Q2","2006Q2",2,2006,2006-06-30,3224.016,NA,86.716,8235.049,5869.199,64.743,NA,1213.017,NA,NA,NA,NA,NA,547.513,171.47,167.688,1507.795,598.943,1408.372,213.008,213.008,4366.921,NA,1569.02,1760.53,NA,0,1547.522,334.505,NA,NA,NA,NA,NA,NA,2395.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,3469.088,NA,NA,8.048,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3887","220508","INDL","C","I","HIST_STD","2006Q3","2006Q3",3,2006,2006-09-30,NA,NA,NA,NA,NA,64.743,NA,1348.074,NA,NA,NA,NA,NA,516.769,102.867,100.445,NA,NA,NA,NA,169.349,NA,NA,NA,1864.843,11.798,0,1695.494,347.42,NA,NA,NA,-172.228,NA,247.138,3514.488,NA,NA,NA,NA,427.801,-262.121,768.158,NA,NA,5333.931,NA,NA,19.846,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3888","220508","INDL","C","I","HIST_STD","2006Q4","2006Q4",4,2006,2006-12-31,3859.728,NA,430.912,8968.267,6530.681,265.847,NA,1400.451,39.316,344.039,NA,NA,NA,653.96,134.833,131.61,1343.742,809.78,1249.195,212.396,258.568,4469.469,NA,2159.797,2054.411,7.765,0,1795.843,395.392,NA,NA,25.957,14.065,NA,285.514,4914.939,NA,NA,NA,NA,549.934,127.16,-49.125,NA,NA,7388.342,NA,NA,27.611,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3889","220508","INDL","C","I","HIST_STD","2007Q1","2007Q1",1,2007,2007-03-31,3747.853,NA,304.855,8907.247,6453.949,121.913,NA,1584.974,NA,358.086,NA,NA,NA,434.029,27.3,26.871,982.826,792.015,1264.207,39.25,107.046,4499.872,NA,2545.63,2019.003,10.475,0,1911.957,326.983,NA,NA,NA,16.948,NA,49.241,1584.974,NA,NA,NA,NA,27.3,210.426,-162.767,NA,NA,2019.003,NA,NA,10.475,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3890","220508","INDL","C","I","HIST_STD","2007Q2","2007Q2",2,2007,2007-06-30,5512,NA,NA,10651,6567,152,NA,1716.944,NA,NA,NA,NA,NA,621.498,161.756,158.684,2887,2813,1271,212.823,281.481,4510,NA,2365,2338.442,8.808,0,2056.961,340.017,NA,NA,NA,1971.788,NA,138.367,3345.204,NA,NA,NA,NA,186.289,-1850.66,324.327,NA,NA,4412.584,NA,NA,19.571,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3891","220508","INDL","C","I","HIST_STD","2007Q3","2007Q3",3,2007,2007-09-30,4342.275,NA,90.371,9167.184,6392.095,92.418,NA,1699.058,NA,NA,NA,NA,NA,621.205,201.678,197.805,2372.83,1514.516,910.821,NA,273.482,4522.845,NA,1799.378,2320.263,20.266,0,2046.781,347.723,NA,NA,NA,-201.057,NA,176.415,4927.677,NA,NA,NA,NA,388.694,-1356.439,1430.748,NA,NA,6668.044,NA,NA,39.549,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3892","220508","INDL","C","I","HIST_STD","2007Q4","2007Q4",4,2007,2007-12-31,3981.857,NA,229.389,8875.173,6494.492,150.183,NA,1635.646,NA,NA,NA,NA,NA,708.305,169.457,169.616,1623.812,1181.977,861.727,263.47,335.665,4562.63,NA,2175.289,2343.951,7.368,0,2008.286,372.64,NA,NA,NA,-66.381,NA,237.529,6563.323,NA,NA,NA,NA,550.976,-721.958,-50.666,NA,NA,9011.995,NA,NA,46.917,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
"3893","220508","INDL","C","I","HIST_STD","2008Q1","2008Q1",1,2008,2008-03-31,4301.247,NA,217.319,9102.841,6362.576,194.922,NA,1523.389,NA,NA,NA,NA,NA,655.793,160.654,157.191,2021.56,1252.04,1147.785,225.685,299.877,4489.329,NA,1980.547,2179.182,7.351,0,1879.305,355.916,NA,NA,NA,-12.07,NA,0.768,1523.389,NA,NA,NA,NA,157.191,-397.748,NA,NA,NA,2179.182,NA,NA,7.351,"A","MEX","Grupo Industrial Maseca SA De CV","311211","2040"
