"Anio","Trimestre","Empresa","NombreCorto","NombreLargo","SIC","NAICS","Activos","Inventarios","PasivoCirc","PasivoLP","PPE","CPP","Efectivo","GC","CBV","UOAD","Ventas","IGR","Deuda","CPC","GO","GVGA","Precio_Accion","mkt_capital","No_Acciones"
2010,4,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,45363.644,6974.777,10105.075,19865.81,29429.688,7973.313,3622.445,67.8919982910156,12096.84375,871.219970703125,15211.4189453125,294.209991455078,19865.80859375,2488.80102539062,14340.19921875,2243.35546875,NA,16420.3186,NA
2011,1,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,41854.993,4683.188,6615.105,19583.04,26321.962,4600.733,1607.661,63.4679985046387,7634.865234375,589.27099609375,10066.041015625,465.028015136719,19583.041015625,1662.06896972656,9476.76953125,1841.904296875,NA,21014.0982,NA
2011,2,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,44250.949,6782.363,9122.571,19229.457,25828.367,6741.093,1821.105,225.179000854492,8373.953125,632.541015625,10812.6796875,367.949005126953,19229.45703125,2179.88989257812,10180.138671875,1806.185546875,32840.6409,21242.1582,0.646825324288967
2011,3,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,41406.113,5162.502,6533.381,18820.163,25614.781,4459.348,880.418,250.774993896484,8864.423828125,686.697998046875,11506.51171875,426.529998779297,18820.162109375,1960.21704101562,10819.8134765625,1955.3896484375,31548.3,20210.4606,0.64061964036097
2011,4,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,44120.942,5378.665,9267.937,18518.903,25417.812,6952.331,2786.761,366.824005126953,8714.205078125,616.706970214844,11398.8076171875,434.701995849609,18518.904296875,2340.26098632812,10782.1005859375,2067.8955078125,5851.3009,25423.2607,4.34489033028536
2012,1,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,45648.014,5255.983,8715.295,17073.453,26204.885,5521.346,745.662,251.067001342773,7805.3818359375,576.504028320312,10382.0224609375,372.665008544922,16425.322265625,2363.96704101562,9805.5185546875,2000.13671875,5547.6444,27193.4408,4.90179954576757
2012,2,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,55143.241,7573.537,10979.535,19065.818,26196.168,8952.896,1213.418,11.375,8774.6005859375,715.247985839844,11498.306640625,379.733001708984,17238.208984375,15795.0771484375,10783.05859375,2008.4580078125,NA,32840.6409,NA
2012,3,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,39839.189,5375.241,8758.366,5537.403,26313.946,6279.146,1085.26,183.940994262695,9315.931640625,730.630004882812,12208.9208984375,164.483993530273,3511.18994140625,2789.8779296875,11478.291015625,2162.359375,36619.921,36619.921,1
2012,4,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,40243.527,5377.751,9205.33,5128.472,27454.803,7049.288,997.801,507.441986083984,8759.568359375,615.487976074219,11581.1337890625,106.646003723145,2957.24389648438,3084.30590820312,10965.6455078125,2206.0771484375,29734.68,49174.0814,1.65376191706116
2013,1,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,41852.817,5354.32,8827.5,6697.078,27740.724,5815.143,1146.398,255.535003662109,7991.68115234375,665.414001464844,10705.587890625,76.8399963378906,2931.45703125,3159.751953125,10040.173828125,2048.49267578125,32612.58,49271.82,1.51082251082251
2013,2,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,44413.841,8140.127,11611.02,6218.952,28001.267,9213.316,2094.239,569.60302734375,8889.27734375,742.718017578125,11693.7763671875,60.6990013122559,2681.47607421875,2230.30590820312,10951.05859375,2061.78125,7573.8348,53485.4985,7.06187815187097
2013,3,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,41197.883,6166.997,7782.093,6248.588,28114.953,5557.134,1803.303,429.545989990234,9697.65234375,833.888000488281,12744.9716796875,55.185001373291,2686.39990234375,1491.23303222656,11911.083984375,2213.431640625,NA,60034.0783,NA
2013,4,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,44497.319,5781.504,9595.798,5689.297,28291.265,6957.176,3165.823,365.367004394531,9011.4853515625,659.27001953125,11916.212890625,56.3489990234375,1937.91796875,1307.85400390625,11256.943359375,2245.4580078125,49174.0814,61384.9095,1.24831837733119
2014,1,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,41892.744,5706.352,8822.509,3409.461,28268.876,5910.933,2984.576,250.141006469727,7901.8017578125,670.450988769531,10615.5654296875,49.6699981689453,1939.59301757812,1284.34204101562,9945.1142578125,2043.3125,49271.82,58937.22,1.19616486665197
2014,2,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,44875.724,8015.866,12437.464,2710.678,28101.697,9354.27,3650.835,303.480987548828,9524.712890625,790.97998046875,12454.861328125,42.4770011901855,1691.11804199219,1568.18505859375,11663.880859375,2139.16796875,33839.7571,52790.46,1.56001297066048
2014,3,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,41753.773,6328.542,8735.042,2714.406,27953.246,5687.624,2700.17,248.464004516602,9680.75390625,795.197021484375,12746.123046875,38.2120018005371,1692.77404785156,1490.47998046875,11950.92578125,2270.171875,8180.6084,54506.34,6.66287118694008
2014,4,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,44833.627,6409.497,9426.451,4548.088,27805.174,6740.447,4031.726,322.406005859375,9006.7607421875,797.281982421875,12037.4716796875,26.1149997711182,1144.32702636719,1278.03796386719,11240.189453125,2233.4287109375,NA,56667.48,NA
2015,1,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,42341.112,5754.726,6963.743,3756.619,27099.834,5013.354,2606.774,120.69100189209,8184.0390625,673.349975585938,10971.2509765625,43.367000579834,0,1490.03796386719,10297.9013671875,2113.8623046875,NA,53235.72,NA
2015,2,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,46292.849,7743.039,11080.888,3589.887,26696.581,9000.42,4263.214,195.358001708984,9425.6015625,771.908020019531,12252.017578125,1.91400003433228,0,1735.02697753906,11480.109375,2054.5078125,53485.4985,53659.26,1.00324875910056
2015,3,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,43331.012,6368.556,7563.714,3571.711,26458.026,5660.169,3871.409,166.811996459961,9813.8359375,782.68701171875,12827.15234375,0.639999985694885,0,1143.30395507812,12044.46484375,2230.62890625,27280.3177,53311.74,1.95421990998294
2015,4,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,43331.012,6368.556,7563.714,3571.711,26458.026,5660.169,3871.409,0,0,0,0,0,0,1143.30395507812,0,0,12243.8245,51378.66,4.19629177141505
2016,1,"CONTROLADORA COMERCIAL MEXICANA S.A.B DE C.V.","C.COMER.MEX.","CONTROLADORA COMERCIAL MEX.",5399,452910,27653.627,4263.81,6109.298,1855.472,18284.111,3954.344,467.564,36.0219993591309,8184.0390625,673.349975585938,10971.2509765625,43.367000579834,0,1104.53100585938,10297.9013671875,2113.8623046875,15518.9404,35034.36,2.2575226849895
2013,4,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,8377.784,113.835,3871.529,543.885,1341.323,533.555,2450.773,NA,NA,NA,NA,NA,293.824005126953,602.158996582031,NA,NA,NA,18415.774,NA
2014,1,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,8702.497,122.948,4340.038,769.293,1519.929,491.939,2240.021,366.912994384766,0,-488.058013916016,2775.35791015625,0,531.192016601562,671.093017578125,3263.416015625,3263.416015625,NA,11059.5829,NA
2014,2,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,8854.123,123.965,4473.116,855.063,1679.387,491.079,2088.197,349.815002441406,0,-95.0240020751953,3308.39404296875,0,627.413024902344,683.078002929688,3403.41796875,3403.41796875,NA,11778.0005,NA
2014,3,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,8701.084,127.075,4021.847,831.993,1992.201,531.929,1814.337,367,0,360.861999511719,3994.74389648438,0,620.705993652344,547.481018066406,3633.8818359375,3633.8818359375,NA,11737.5263,NA
2014,4,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,9905.04,139.673,4768.367,666.893,2223.312,505.604,2264.857,490.408996582031,0,426.322998046875,3958.24609375,0,424.799011230469,448.559997558594,3531.92309570312,3531.92309570312,15916.8203,13396.9696,0.841686300875056
2015,1,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,11084.711,137.72,5642.817,636.126,2190.738,264.738,3155.85,202.537002563477,0,346.10400390625,3768.22998046875,0,404.747985839844,286.174011230469,3422.1259765625,3422.1259765625,14823.9935,17292.6141,1.1665287157607
2015,2,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,12746.136,158.339,7092.066,439.829,2410.78,523.992,4027.725,437.457000732422,0,348.957000732422,4099.26708984375,0,174.363006591797,286.712005615234,3750.31005859375,3750.31005859375,NA,18922.0939,NA
2015,3,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,13742.518,155.944,6788.985,757.484,2273.158,693.265,4407.587,244.272994995117,0,1079.74694824219,5219.72998046875,0,308.64599609375,295.381011962891,4139.98291015625,4139.98291015625,NA,25590.3612,NA
2015,4,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,15260.965,163.073,7102.833,1333.301,2549.65,781.094,5157.313,519.596008300781,0,735.525024414062,5092.47705078125,0,219.817001342773,464.416015625,4356.9521484375,4356.9521484375,NA,29900.9558,NA
2016,1,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,16604.4,170.65,7739.227,1381.241,2187.213,693.664,6366.18,196.802001953125,0,835.607971191406,5181.85009765625,0,255.587997436523,469.613006591797,4346.2421875,4346.2421875,NA,37085.2803,NA
2016,2,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,18379.518,185.072,8039.249,1729.403,1864.348,632.41,6929.843,281.063995361328,0,388.019989013672,5130.6767578125,0,425.338012695312,466.388000488281,4742.65673828125,4742.65673828125,10219.9546,34747.8451,3.39999994716219
2016,3,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,19284.532,215.057,7841.742,1810.266,1996.881,651.936,6993.313,257.690002441406,0,1042.92004394531,6731.39697265625,0,429.360992431641,453.432006835938,5688.47705078125,5688.47705078125,19184.7843,34160.9567,1.78062761435374
2016,4,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,22284.508,243.884,8390.635,3099.797,2525.008,861.805,7071.251,1463.14099121094,0,473.143005371094,6468.52685546875,0,943.046020507812,427.403015136719,5995.3837890625,5995.3837890625,NA,31378.2958,NA
2017,1,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,20697.959,248.756,9075.294,2400.728,2750.917,972.452,6838.671,425.691986083984,0,-772.163024902344,5655.76708984375,0,884.762023925781,597.299011230469,6427.93017578125,6427.93017578125,NA,26480.8127,NA
2017,2,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,19850.718,260.574,8990.666,2262.394,3116.657,782.979,5981.016,463.571014404297,0,38.773998260498,5981.6298828125,0,783.664978027344,775.531005859375,5942.85595703125,5942.85595703125,NA,26865.3261,NA
2017,3,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,20365.06,272.775,8297.689,2565.65,3548.449,806.944,5372.982,439.516998291016,0,634.10498046875,6582.22314453125,0,900.255981445312,1021.26898193359,5948.1181640625,5948.1181640625,14226.9863,21836.299,1.53485063804412
2017,4,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.","VUELA.CIA","CONTROLADORA VUELA CIA.",4512,481111,22666.267,294.85,9371.823,3131.273,4375.697,1077.438,6950.879,1192.97204589844,0,117.926002502441,6625.7548828125,0,1079.15197753906,878.931030273438,6507.8291015625,6507.8291015625,18415.774,15916.8203,0.86430362905192
2007,2,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,799.654,151.632,137.717,134.127,379.708,72.689,59.994,NA,NA,NA,NA,NA,134.126998901367,155.430999755859,NA,NA,609.3635,267.4742,0.4389403041042
2007,3,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,815.908,162.089,149.239,129.699,390.086,77.531,51.582,NA,114.603996276855,11.9350004196167,154.75700378418,4.0939998626709,129.699005126953,155.596008300781,142.822006225586,28.2180099487305,260.7875,250.7571,0.961538033839812
2007,4,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,940.17,161.029,166.142,202.367,444.91,91.488,83.934,NA,143.208999633789,35.2770004272461,206.352005004883,6.24399995803833,202.367004394531,205.696990966797,171.075012207031,27.8660125732422,125.3786,255.7722,2.03999885147864
2008,1,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,927.515,144.999,157.432,195.095,448.042,80.063,84.59,NA,132.026992797852,23.0330009460449,183.535003662109,4.31099987030029,195.095001220703,190.297988891602,160.501998901367,28.4750061035156,125.3786,250.1999,1.99555506282571
2008,2,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,947.665,160.075,169.199,189.306,440.588,94.844,94.714,NA,133.647003173828,20.4360008239746,180.802993774414,4.10799980163574,189.305999755859,186.43798828125,160.366989135742,26.7199859619141,424.9509,247.9709,0.583528355864172
2008,3,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,981.375,178.297,199.061,188.175,447.464,116.391,87.304,14.9630002975464,134.082992553711,20.4349994659424,180.751007080078,4.55399990081787,188.175003051758,199.477005004883,160.316009521484,26.2330169677734,609.3635,246.2992,0.40419093037243
2008,4,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1023.288,167.876,219.392,225.653,459.09,130.474,88.74,NA,159.936996459961,28.5820007324219,217.272003173828,5.00699996948242,225.65299987793,254.257995605469,188.690002441406,28.7530059814453,239.6124,238.4979,0.995348738212213
2009,1,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,996.138,164.4,189.315,223.185,441.993,86.203,124.234,4.13399982452393,147.542999267578,29.9939994812012,203.634002685547,4.81199979782104,223.184997558594,213.662002563477,173.639999389648,26.0970001220703,208.9643,244.0702,1.16799950996414
2009,2,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,990.575,162.674,194.257,194.073,439.443,90.58,123.999,NA,142.041000366211,20.5389995574951,189.029998779297,3.92199993133545,194.072998046875,212.670013427734,168.490997314453,26.4499969482422,115.3483,264.6881,2.29468574742757
2009,3,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1012.176,166.443,216.82,186.268,437.386,84.859,126.879,NA,139.494003295898,14.78600025177,180.621002197266,3.72900009155273,186.268005371094,227.349990844727,165.835006713867,26.3410034179688,424.9509,261.9019,0.616310966749335
2009,4,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1105,174.66,250.275,230.476,492.994,134.419,101.548,-16.5620002746582,177.180999755859,33.5859985351562,241.240005493164,-11.3850002288818,230.475997924805,296.076019287109,207.654006958008,30.4730072021484,457.0226,305.9237,0.669384183626805
2010,1,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1139.857,183.799,253.681,234.829,531.489,115.214,106.729,26.8530006408691,159.102005004883,31.4370002746582,217.949005126953,3.79299998283386,234.828994750977,259.765991210938,186.512008666992,27.4100036621094,400.897,351.0599,0.875686024090976
2010,2,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1129.475,195.133,230.307,224.47,531.83,107.591,71.194,7.80100011825562,166.875,23.1319999694824,216.496002197266,3.8050000667572,224.470001220703,267.636993408203,193.363998413086,26.4889984130859,267.4742,440.1956,1.64574975829444
2010,3,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1121.636,188.109,198.015,244.327,529.857,89.427,89.255,7.25699996948242,157.320999145508,10.3079996109009,194.149993896484,3.91400003433228,244.326995849609,252.517990112305,183.841995239258,26.52099609375,139.3095,417.0726,2.9938561261077
2010,4,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1169.66,194.848,229.651,240.049,529.501,118.811,87.616,7.09899997711182,175.52799987793,35.742000579834,242.011993408203,5.26700019836426,240.04899597168,308.891021728516,206.269989013672,30.7419891357422,400.8971,570.2345,1.42239617098752
2011,1,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1174.153,207.633,225.543,227.748,502.363,116.207,92.853,5.9210000038147,174.238006591797,32.7669982910156,234.158004760742,3.87100005149841,227.748001098633,301.385009765625,201.391006469727,27.1529998779297,400.0953,570.2345,1.4252466849773
2011,2,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1196.499,212.229,247.913,213.362,503.58,118.012,95.564,4.83799982070923,170.141998291016,25.2859992980957,223.604995727539,4.13500022888184,213.361999511719,301.454986572266,198.319000244141,28.177001953125,376.8432,609.3635,1.61702134999384
2011,3,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1268.955,240.575,283.178,249.752,513.02,170.017,80.249,16.3759994506836,181.220001220703,20.5559997558594,235.817993164062,4.01900005340576,249.751998901367,340.353973388672,215.261993408203,34.0419921875,250.7571,609.3635,2.43009470120687
2011,4,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1352.183,230.359,315.087,292.646,531.263,182.553,83.109,30.3209991455078,197.986999511719,28.1140003204346,264.488006591797,4.36199998855591,292.64599609375,414.673004150391,236.374008178711,38.3870086669922,136.5233,457.0226,3.34757949741912
2012,1,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1220.374,188.994,309.045,295.317,502.38,164.225,88.663,0,164.990997314453,15.6920003890991,209.360000610352,4.32600021362305,262.22900390625,359.688018798828,193.667999267578,28.677001953125,139.3095,400.897,2.87774344176097
2012,2,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1205.76,215.886,264.119,309.11,502.789,147.411,76.811,23.7590007781982,175.695007324219,-1.36300003528595,195.47200012207,4.57100009918213,277.363006591797,326.615997314453,196.835006713867,21.1399993896484,384.8612,376.8432,0.979166515096871
2012,3,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1278.354,240.671,319.017,314.862,506.807,160.813,81.673,12.8000001907349,174.473999023438,12.6370000839233,215.169006347656,4.64300012588501,283.114990234375,353.204010009766,202.532012939453,28.0580139160156,344.7714,344.7714,1
2012,4,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1288.915,236.02,358.697,285.568,493.442,186.005,77.283,-36.5589981079102,208.330001831055,14.3859996795654,252.25,8.15299987792969,252.417007446289,397.884979248047,237.863998413086,29.5339965820312,255.7722,384.8611,1.50470262209888
2013,1,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1308.566,243.171,371.727,272.79,492.955,220.009,83.209,8.4370002746582,170.552993774414,11.7969999313354,210.761001586914,5.53599977493286,241.042999267578,389.8740234375,198.964004516602,28.4110107421875,250.1999,368.8252,1.47412209197526
2013,2,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1335.098,257.323,415.923,266.459,508.673,228.683,87.43,10.9499998092651,177.550003051758,11.6789999008179,219.718002319336,6.66699981689453,226.861999511719,426.247985839844,208.039001464844,30.4889984130859,102.8104,384.8612,3.7434072817536
2013,3,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1424.063,275.369,480.64,281.932,579.548,249.558,73.113,27.4790000915527,178.136993408203,16.6429996490479,208.330993652344,7.98199987411499,242.335006713867,438.311004638672,191.68798828125,13.5509948730469,384.8612,400.8971,1.04166670997232
2013,4,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1457.131,272.931,524.508,265.029,591.493,258.824,73.322,19.673999786377,204.186004638672,17.8040008544922,248.005996704102,7.25,229.324996948242,459.167999267578,230.201995849609,26.0159912109375,384.8611,440.9868,1.14583365271263
2014,1,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1471.885,281.852,537.83,255.929,591.145,280.548,89.099,9.3730001449585,212.248992919922,22.4200000762939,266.022003173828,7.54400014877319,220.225006103516,450.748016357422,243.602005004883,31.3530120849609,368.8252,440.9868,1.19565257471561
2014,2,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1441.325,282.361,518.713,244.303,594.533,188.653,64.589,4.16099977493286,201.60400390625,8.01900005340576,241.802993774414,7.50099992752075,208.651992797852,449.143005371094,233.783996582031,32.1799926757812,247.9709,389.672,1.5714424555462
2014,3,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1478.043,298.356,607.191,199.07,592.774,238.308,58.426,7.78399991989136,205.481994628906,9.81999969482422,248.016998291016,8.5930004119873,163.419006347656,474.005004882812,238.196990966797,32.7149963378906,NA,384.8612,NA
2014,4,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1574.605,338.119,568.602,334.953,584.894,284.527,26.285,1.36000001430511,211.498001098633,26.9029998779297,262.184997558594,9.79100036621094,302.898010253906,550.343994140625,235.281997680664,23.7839965820312,376.8433,311.8979,0.827659401135697
2015,1,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1575.827,367.615,570.362,326.6,584.487,230.476,42.537,4.92500019073486,223.820999145508,23.25,290.674011230469,10.6669998168945,291.705993652344,508.128997802734,267.424011230469,43.6030120849609,328.7356,440.9868,1.34146347398943
2015,2,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1547.429,373.663,562.202,317.005,579.894,252.91,41.707,5.04099988937378,210.84700012207,9.60900020599365,252.970993041992,9.75699996948242,282.136993408203,481.348999023438,243.361999511719,32.5149993896484,384.8612,436.176,1.13333326404428
2015,3,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1594.363,414.941,622.266,301.386,581.439,315.435,29.154,11.7370004653931,205.098007202148,8.81799983978271,251.354995727539,11.8909997940063,272.506011962891,500.451019287109,242.537002563477,37.4389953613281,246.2992,449.0048,1.82300551524325
2015,4,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1643.729,408.674,666.138,306.965,576.115,333.922,55.983,4.99499988555908,215.630996704102,27.1830005645752,283.242004394531,11.1820001602173,262.837005615234,535.528991699219,256.058990478516,40.4279937744141,NA,416.933,NA
2016,1,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1587.763,412.501,579.059,336.46,564.586,321.206,45.66,4.15500020980835,220.544006347656,18.6609992980957,275.204986572266,13.2329998016357,293.60400390625,513.60302734375,256.543975830078,35.9999694824219,NA,440.9868,NA
2016,2,"CONVERTIDORA INDUSTRIAL S.A.B DE C.V.","CONVERT.IND.","CONVERTIDORA IND.",2670,32222,1607.989,433.908,604.249,329.081,568.956,327.503,39.802,14.78600025177,223.578994750977,19.7859992980957,281.871002197266,11.2819995880127,285.7919921875,427.625,262.084991455078,38.5059967041016,328.7356,424.9509,1.29268293424868
